Week Ending Date,Region,Definition Count,Total ED Visits,Percentage Of Total ED Visits,
2/5/22,7 CLT AREA,47,18631,0.25%,
2/12/22,1 NENC,8,8240,0.10%,
2/12/22,2 SENC,19,5513,0.34%,
2/12/22,3 FAY AREA,37,11724,0.32%,
2/12/22,4 RTP AREA,14,13084,0.11%,
2/12/22,5 TRIAD AREA,27,13149,0.21%,
2/12/22,6 WNC,13,7768,0.17%,
2/12/22,7 CLT AREA,49,18599,0.26%,
2/19/22,1 NENC,5,8270,0.06%,
2/19/22,2 SENC,22,5619,0.39%,
2/19/22,3 FAY AREA,42,11804,0.36%,
2/19/22,4 RTP AREA,18,13299,0.14%,
2/19/22,5 TRIAD AREA,30,12701,0.24%,
2/19/22,6 WNC,26,7783,0.33%,
2/19/22,7 CLT AREA,65,19121,0.34%,
2/26/22,1 NENC,10,8571,0.12%,
2/26/22,2 SENC,26,5577,0.47%,
2/26/22,3 FAY AREA,50,12204,0.41%,
2/26/22,4 RTP AREA,32,13637,0.23%,
2/26/22,5 TRIAD AREA,36,13087,0.28%,
2/26/22,6 WNC,37,7768,0.48%,
2/26/22,7 CLT AREA,70,19507,0.36%,
3/5/22,1 NENC,14,8341,0.17%,
3/5/22,2 SENC,27,5381,0.50%,
3/5/22,3 FAY AREA,50,12069,0.41%,
3/5/22,4 RTP AREA,32,13692,0.23%,
3/5/22,5 TRIAD AREA,24,13223,0.18%,
3/5/22,6 WNC,25,7764,0.32%,
3/5/22,7 CLT AREA,79,19497,0.41%,
3/12/22,1 NENC,12,8777,0.14%,
3/12/22,2 SENC,26,5584,0.47%,
3/12/22,3 FAY AREA,37,12562,0.29%,
3/12/22,4 RTP AREA,32,13805,0.23%,
3/12/22,5 TRIAD AREA,58,13589,0.43%,
3/12/22,6 WNC,34,7576,0.45%,
3/12/22,7 CLT AREA,65,19561,0.33%,
3/19/22,1 NENC,18,9202,0.20%,
3/19/22,2 SENC,42,5792,0.73%,
3/19/22,3 FAY AREA,63,12508,0.50%,
3/19/22,4 RTP AREA,53,14173,0.37%,
3/19/22,5 TRIAD AREA,37,13862,0.27%,
3/19/22,6 WNC,43,8012,0.54%,
3/19/22,7 CLT AREA,59,20233,0.29%,
3/26/22,1 NENC,25,9278,0.27%,
3/26/22,2 SENC,33,5877,0.56%,
3/26/22,3 FAY AREA,79,12885,0.61%,
3/26/22,4 RTP AREA,41,14141,0.29%,
3/26/22,5 TRIAD AREA,65,13994,0.46%,
3/26/22,6 WNC,42,8209,0.51%,
3/26/22,7 CLT AREA,65,20554,0.32%,
4/2/22,1 NENC,32,9223,0.35%,
4/2/22,2 SENC,40,5573,0.72%,
4/2/22,3 FAY AREA,85,12785,0.66%,
4/2/22,4 RTP AREA,47,13915,0.34%,
4/2/22,5 TRIAD AREA,95,13860,0.69%,
4/2/22,6 WNC,39,8199,0.48%,
4/2/22,7 CLT AREA,82,20665,0.40%,
4/9/22,1 NENC,60,9423,0.64%,
4/9/22,2 SENC,46,6008,0.77%,
4/9/22,3 FAY AREA,138,13519,1.02%,
4/9/22,4 RTP AREA,63,14910,0.42%,
4/9/22,5 TRIAD AREA,172,14756,1.17%,
4/9/22,6 WNC,50,8199,0.61%,
4/9/22,7 CLT AREA,156,21727,0.72%,
4/16/22,1 NENC,63,9666,0.65%,
4/16/22,2 SENC,40,6122,0.65%,
4/16/22,3 FAY AREA,197,13310,1.48%,
4/16/22,4 RTP AREA,96,14574,0.66%,
4/16/22,5 TRIAD AREA,165,14792,1.12%,
4/16/22,6 WNC,61,8232,0.74%,
4/16/22,7 CLT AREA,240,21588,1.11%,
4/23/22,1 NENC,68,9303,0.73%,
4/23/22,2 SENC,37,5950,0.62%,
4/23/22,3 FAY AREA,179,13001,1.38%,
4/23/22,4 RTP AREA,102,14629,0.70%,
4/23/22,5 TRIAD AREA,201,14414,1.39%,
4/23/22,6 WNC,61,8144,0.75%,
4/23/22,7 CLT AREA,213,21291,1.00%,
4/30/22,1 NENC,72,9727,0.74%,
4/30/22,2 SENC,38,6173,0.62%,
4/30/22,3 FAY AREA,110,13597,0.81%,
4/30/22,4 RTP AREA,93,15212,0.61%,
4/30/22,5 TRIAD AREA,149,15214,0.98%,
4/30/22,6 WNC,49,8341,0.59%,
4/30/22,7 CLT AREA,191,22188,0.86%,
5/7/22,1 NENC,103,9818,1.05%,
5/7/22,2 SENC,21,6286,0.33%,
5/7/22,3 FAY AREA,186,13769,1.35%,
5/7/22,4 RTP AREA,118,15320,0.77%,
5/7/22,5 TRIAD AREA,159,15268,1.04%,
5/7/22,6 WNC,75,8581,0.87%,
5/7/22,7 CLT AREA,171,22440,0.76%,
5/14/22,1 NENC,127,9735,1.30%,
5/14/22,2 SENC,30,6315,0.48%,
5/14/22,3 FAY AREA,224,14160,1.58%,
5/14/22,4 RTP AREA,117,15061,0.78%,
5/14/22,5 TRIAD AREA,171,15186,1.13%,
5/14/22,6 WNC,49,8593,0.57%,
5/14/22,7 CLT AREA,187,22728,0.82%,
5/21/22,1 NENC,119,10208,1.17%,
5/21/22,2 SENC,45,6604,0.68%,
5/21/22,3 FAY AREA,180,14766,1.22%,
5/21/22,4 RTP AREA,136,16257,0.84%,
5/21/22,5 TRIAD AREA,149,16109,0.92%,
5/21/22,6 WNC,53,8763,0.60%,
5/21/22,7 CLT AREA,195,24134,0.81%,
5/28/22,1 NENC,114,10032,1.14%,
5/28/22,2 SENC,34,6381,0.53%,
5/28/22,3 FAY AREA,210,14445,1.45%,
5/28/22,4 RTP AREA,148,15914,0.93%,
5/28/22,5 TRIAD AREA,105,15640,0.67%,
5/28/22,6 WNC,27,8626,0.31%,
5/28/22,7 CLT AREA,200,23376,0.86%,
6/4/22,1 NENC,153,10442,1.47%,
6/4/22,2 SENC,29,6575,0.44%,
6/4/22,3 FAY AREA,212,14371,1.48%,
6/4/22,4 RTP AREA,170,16125,1.05%,
6/4/22,5 TRIAD AREA,109,15823,0.69%,
6/4/22,6 WNC,46,8933,0.51%,
6/4/22,7 CLT AREA,181,23838,0.76%,
6/11/22,1 NENC,103,9929,1.04%,
6/11/22,2 SENC,25,6365,0.39%,
6/11/22,3 FAY AREA,124,14044,0.88%,
6/11/22,4 RTP AREA,140,15738,0.89%,
6/11/22,5 TRIAD AREA,72,15521,0.46%,
6/11/22,6 WNC,30,8646,0.35%,
6/11/22,7 CLT AREA,150,23228,0.65%,
6/18/22,1 NENC,85,10021,0.85%,
6/18/22,2 SENC,23,6175,0.37%,
6/18/22,3 FAY AREA,151,13901,1.09%,
6/18/22,4 RTP AREA,128,15679,0.82%,
6/18/22,5 TRIAD AREA,60,15472,0.39%,
6/18/22,6 WNC,38,8835,0.43%,
6/18/22,7 CLT AREA,142,22675,0.63%,
6/25/22,1 NENC,63,9656,0.65%,
6/25/22,2 SENC,19,5903,0.32%,
6/25/22,3 FAY AREA,117,13924,0.84%,
6/25/22,4 RTP AREA,119,15487,0.77%,
6/25/22,5 TRIAD AREA,58,15360,0.38%,
6/25/22,6 WNC,23,8824,0.26%,
6/25/22,7 CLT AREA,89,22598,0.39%,
7/2/22,1 NENC,31,9556,0.32%,
7/2/22,2 SENC,26,5950,0.44%,
7/2/22,3 FAY AREA,74,13315,0.56%,
7/2/22,4 RTP AREA,76,15359,0.49%,
7/2/22,5 TRIAD AREA,46,15254,0.30%,
7/2/22,6 WNC,7,8736,0.08%,
7/2/22,7 CLT AREA,66,22504,0.29%,
7/9/22,1 NENC,31,9956,0.31%,
7/9/22,2 SENC,19,6321,0.30%,
7/9/22,3 FAY AREA,73,13772,0.53%,
7/9/22,4 RTP AREA,86,15545,0.55%,
7/9/22,5 TRIAD AREA,38,15043,0.25%,
7/9/22,6 WNC,13,9043,0.14%,
7/9/22,7 CLT AREA,69,23062,0.30%,
7/16/22,1 NENC,24,9716,0.25%,
7/16/22,2 SENC,14,6225,0.22%,
7/16/22,3 FAY AREA,53,13721,0.39%,
7/16/22,4 RTP AREA,79,15408,0.51%,
7/16/22,5 TRIAD AREA,22,15299,0.14%,
7/16/22,6 WNC,11,9066,0.12%,
7/16/22,7 CLT AREA,64,23543,0.27%,
7/23/22,1 NENC,17,10105,0.17%,
7/23/22,2 SENC,10,6332,0.16%,
7/23/22,3 FAY AREA,43,13171,0.33%,
7/23/22,4 RTP AREA,65,15350,0.42%,
7/23/22,5 TRIAD AREA,39,15413,0.25%,
7/23/22,6 WNC,19,9235,0.21%,
7/23/22,7 CLT AREA,46,23535,0.20%,
7/30/22,1 NENC,20,10054,0.20%,
7/30/22,2 SENC,12,6116,0.20%,
7/30/22,3 FAY AREA,27,12729,0.21%,
7/30/22,4 RTP AREA,49,15078,0.32%,
7/30/22,5 TRIAD AREA,18,15480,0.12%,
7/30/22,6 WNC,7,8743,0.08%,
7/30/22,7 CLT AREA,41,22353,0.18%,
8/6/22,1 NENC,14,9912,0.14%,
8/6/22,2 SENC,10,6307,0.16%,
8/6/22,3 FAY AREA,17,12937,0.13%,
8/6/22,4 RTP AREA,25,15158,0.16%,
8/6/22,5 TRIAD AREA,15,14893,0.10%,
8/6/22,6 WNC,23,8887,0.26%,
8/6/22,7 CLT AREA,43,21979,0.20%,
8/13/22,1 NENC,11,9747,0.11%,
8/13/22,2 SENC,12,6211,0.19%,
8/13/22,3 FAY AREA,13,12458,0.10%,
8/13/22,4 RTP AREA,40,15163,0.26%,
8/13/22,5 TRIAD AREA,27,15034,0.18%,
8/13/22,6 WNC,14,8820,0.16%,
8/13/22,7 CLT AREA,55,22135,0.25%,
8/20/22,1 NENC,7,9567,0.07%,
8/20/22,2 SENC,12,6042,0.20%,
8/20/22,3 FAY AREA,12,12125,0.10%,
8/20/22,4 RTP AREA,40,14722,0.27%,
8/20/22,5 TRIAD AREA,19,14742,0.13%,
8/20/22,6 WNC,14,8757,0.16%,
8/20/22,7 CLT AREA,44,21956,0.20%,
8/27/22,1 NENC,3,9351,0.03%,
8/27/22,2 SENC,13,6057,0.21%,
8/27/22,3 FAY AREA,16,12117,0.13%,
8/27/22,4 RTP AREA,27,14360,0.19%,
8/27/22,5 TRIAD AREA,17,14554,0.12%,
8/27/22,6 WNC,1,8776,0.01%,
8/27/22,7 CLT AREA,62,22196,0.28%,
9/3/22,1 NENC,12,9545,0.13%,
9/3/22,2 SENC,19,6033,0.31%,
9/3/22,3 FAY AREA,21,12243,0.17%,
9/3/22,4 RTP AREA,36,14116,0.26%,
9/3/22,5 TRIAD AREA,15,14581,0.10%,
9/3/22,6 WNC,14,9001,0.16%,
9/3/22,7 CLT AREA,59,22705,0.26%,
9/10/22,1 NENC,9,9946,0.09%,
9/10/22,2 SENC,20,6278,0.32%,
9/10/22,3 FAY AREA,21,13238,0.16%,
9/10/22,4 RTP AREA,37,14660,0.25%,
9/10/22,5 TRIAD AREA,25,15473,0.16%,
9/10/22,6 WNC,13,8994,0.14%,
9/10/22,7 CLT AREA,82,23463,0.35%,
9/17/22,1 NENC,9,10317,0.09%,
9/17/22,2 SENC,26,6154,0.42%,
9/17/22,3 FAY AREA,21,13530,0.16%,
9/17/22,4 RTP AREA,49,14727,0.33%,
9/17/22,5 TRIAD AREA,33,15527,0.21%,
9/17/22,6 WNC,17,9014,0.19%,
9/17/22,7 CLT AREA,108,23764,0.45%,
9/24/22,1 NENC,26,10175,0.26%,
9/24/22,2 SENC,37,6299,0.59%,
9/24/22,3 FAY AREA,49,13535,0.36%,
9/24/22,4 RTP AREA,77,14484,0.53%,
9/24/22,5 TRIAD AREA,29,15403,0.19%,
9/24/22,6 WNC,18,8886,0.20%,
9/24/22,7 CLT AREA,102,23562,0.43%,
10/1/22,1 NENC,33,9563,0.35%,
10/1/22,2 SENC,91,5968,1.52%,
10/1/22,3 FAY AREA,91,12310,0.74%,
10/1/22,4 RTP AREA,105,13850,0.76%,
10/1/22,5 TRIAD AREA,60,14257,0.42%,
10/1/22,6 WNC,27,8244,0.33%,
10/1/22,7 CLT AREA,118,21946,0.54%,
10/8/22,1 NENC,61,9846,0.62%,
10/8/22,2 SENC,148,6298,2.35%,
10/8/22,3 FAY AREA,203,13348,1.52%,
10/8/22,4 RTP AREA,92,14296,0.64%,
10/8/22,5 TRIAD AREA,83,14980,0.55%,
10/8/22,6 WNC,57,8663,0.66%,
10/8/22,7 CLT AREA,153,22801,0.67%,
10/15/22,1 NENC,165,9930,1.66%,
10/15/22,2 SENC,242,6614,3.66%,
10/15/22,3 FAY AREA,404,13831,2.92%,
10/15/22,4 RTP AREA,167,14336,1.16%,
10/15/22,5 TRIAD AREA,143,15184,0.94%,
10/15/22,6 WNC,125,8899,1.40%,
10/15/22,7 CLT AREA,203,23459,0.87%,
10/22/22,1 NENC,447,10319,4.33%,
10/22/22,2 SENC,295,6767,4.36%,
10/22/22,3 FAY AREA,725,14046,5.16%,
10/22/22,4 RTP AREA,282,14312,1.97%,
10/22/22,5 TRIAD AREA,331,15177,2.18%,
10/22/22,6 WNC,320,8859,3.61%,
10/22/22,7 CLT AREA,486,23829,2.04%,
10/29/22,1 NENC,1133,11579,9.78%,
10/29/22,2 SENC,490,7133,6.87%,
10/29/22,3 FAY AREA,1359,15195,8.94%,
10/29/22,4 RTP AREA,800,15362,5.21%,
10/29/22,5 TRIAD AREA,1056,16141,6.54%,
10/29/22,6 WNC,787,10156,7.75%,
10/29/22,7 CLT AREA,1488,25900,5.75%,
11/5/22,1 NENC,1494,12531,11.92%,
11/5/22,2 SENC,625,7253,8.62%,
11/5/22,3 FAY AREA,1940,16419,11.82%,
11/5/22,4 RTP AREA,1338,16222,8.25%,
11/5/22,5 TRIAD AREA,1772,17279,10.26%,
11/5/22,6 WNC,1105,10228,10.80%,
11/5/22,7 CLT AREA,2899,28361,10.22%,
11/12/22,1 NENC,1307,11876,11.01%,
11/12/22,2 SENC,500,6858,7.29%,
11/12/22,3 FAY AREA,1509,15468,9.76%,
11/12/22,4 RTP AREA,1274,15927,8.00%,
11/12/22,5 TRIAD AREA,1511,16299,9.27%,
11/12/22,6 WNC,804,10058,7.99%,
11/12/22,7 CLT AREA,2951,27603,10.69%,
11/19/22,1 NENC,815,10716,7.61%,
11/19/22,2 SENC,318,6232,5.10%,
11/19/22,3 FAY AREA,1062,13460,7.89%,
11/19/22,4 RTP AREA,950,14717,6.46%,
11/19/22,5 TRIAD AREA,1236,14995,8.24%,
11/19/22,6 WNC,526,8508,6.18%,
11/19/22,7 CLT AREA,2342,24524,9.55%,
11/26/22,1 NENC,734,9942,7.38%,
11/26/22,2 SENC,281,6139,4.58%,
11/26/22,3 FAY AREA,1071,12881,8.31%,
11/26/22,4 RTP AREA,1132,14324,7.90%,
11/26/22,5 TRIAD AREA,1679,14963,11.22%,
11/26/22,6 WNC,589,8828,6.67%,
11/26/22,7 CLT AREA,2888,23760,12.15%,
12/3/22,1 NENC,599,10688,5.60%,
12/3/22,2 SENC,258,6512,3.96%,
12/3/22,3 FAY AREA,922,13996,6.59%,
12/3/22,4 RTP AREA,961,15201,6.32%,
12/3/22,5 TRIAD AREA,1692,16620,10.18%,
12/3/22,6 WNC,582,9399,6.19%,
12/3/22,7 CLT AREA,2796,25697,10.88%,
12/10/22,1 NENC,429,10131,4.23%,
12/10/22,2 SENC,161,6503,2.48%,
12/10/22,3 FAY AREA,580,13306,4.36%,
12/10/22,4 RTP AREA,651,14394,4.52%,
12/10/22,5 TRIAD AREA,986,15252,6.46%,
12/10/22,6 WNC,384,8915,4.31%,
12/10/22,7 CLT AREA,1826,23896,7.64%,
12/17/22,1 NENC,323,9881,3.27%,
12/17/22,2 SENC,85,6375,1.33%,
12/17/22,3 FAY AREA,362,12646,2.86%,
12/17/22,4 RTP AREA,508,14067,3.61%,
12/17/22,5 TRIAD AREA,750,14656,5.12%,
12/17/22,6 WNC,259,8600,3.01%,
12/17/22,7 CLT AREA,1316,23259,5.66%,
12/24/22,1 NENC,265,9208,2.88%,
12/24/22,2 SENC,97,5953,1.63%,
12/24/22,3 FAY AREA,267,11924,2.24%,
12/24/22,4 RTP AREA,384,13172,2.92%,
12/24/22,5 TRIAD AREA,575,13764,4.18%,
12/24/22,6 WNC,223,7912,2.82%,
12/24/22,7 CLT AREA,1012,21174,4.78%,
12/31/22,1 NENC,268,10050,2.67%,
12/31/22,2 SENC,138,6647,2.08%,
12/31/22,3 FAY AREA,301,13017,2.31%,
12/31/22,4 RTP AREA,372,14274,2.61%,
12/31/22,5 TRIAD AREA,568,15196,3.74%,
12/31/22,6 WNC,252,9193,2.74%,
12/31/22,7 CLT AREA,1245,24005,5.19%,
1/7/23,1 NENC,183,10652,1.72%,
1/7/23,2 SENC,96,6915,1.39%,
1/7/23,3 FAY AREA,192,13945,1.38%,
1/7/23,4 RTP AREA,194,15257,1.27%,
1/7/23,5 TRIAD AREA,334,15941,2.10%,
1/7/23,6 WNC,203,9280,2.19%,
1/7/23,7 CLT AREA,1000,26066,3.84%,
1/14/23,1 NENC,61,9589,0.64%,
1/14/23,2 SENC,35,6160,0.57%,
1/14/23,3 FAY AREA,84,12657,0.66%,
1/14/23,4 RTP AREA,75,14202,0.53%,
1/14/23,5 TRIAD AREA,179,14470,1.24%,
1/14/23,6 WNC,133,8313,1.60%,
1/14/23,7 CLT AREA,524,22464,2.33%,
1/21/23,1 NENC,49,9503,0.52%,
1/21/23,2 SENC,31,6214,0.50%,
1/21/23,3 FAY AREA,73,12800,0.57%,
1/21/23,4 RTP AREA,69,14047,0.49%,
1/21/23,5 TRIAD AREA,135,14434,0.94%,
1/21/23,6 WNC,107,8322,1.29%,
1/21/23,7 CLT AREA,396,22361,1.77%,
1/28/23,1 NENC,36,9326,0.39%,
1/28/23,2 SENC,31,6114,0.51%,
1/28/23,3 FAY AREA,73,12741,0.57%,
1/28/23,4 RTP AREA,51,13794,0.37%,
1/28/23,5 TRIAD AREA,102,13873,0.74%,
1/28/23,6 WNC,96,8126,1.18%,
1/28/23,7 CLT AREA,322,22073,1.46%,
2/4/23,1 NENC,63,9264,0.68%,
2/4/23,2 SENC,15,6199,0.24%,
2/4/23,3 FAY AREA,131,12690,1.03%,
2/4/23,4 RTP AREA,52,13852,0.38%,
2/4/23,5 TRIAD AREA,101,14496,0.70%,
2/4/23,6 WNC,77,8342,0.92%,
2/4/23,7 CLT AREA,350,22438,1.56%,
2/11/23,1 NENC,62,9825,0.63%,
2/11/23,2 SENC,24,6313,0.38%,
2/11/23,3 FAY AREA,151,13202,1.14%,
2/11/23,4 RTP AREA,67,14347,0.47%,
2/11/23,5 TRIAD AREA,100,14795,0.68%,
2/11/23,6 WNC,100,8727,1.15%,
2/11/23,7 CLT AREA,382,23725,1.61%,
2/18/23,1 NENC,60,9871,0.61%,
2/18/23,2 SENC,9,6462,0.14%,
2/18/23,3 FAY AREA,135,13275,1.02%,
2/18/23,4 RTP AREA,34,14143,0.24%,
2/18/23,5 TRIAD AREA,67,14656,0.46%,
2/18/23,6 WNC,72,8605,0.84%,
2/18/23,7 CLT AREA,334,23745,1.41%,
2/25/23,1 NENC,35,9804,0.36%,
2/25/23,2 SENC,21,6423,0.33%,
2/25/23,3 FAY AREA,132,13175,1.00%,
2/25/23,4 RTP AREA,39,14139,0.28%,
2/25/23,5 TRIAD AREA,57,14779,0.39%,
2/25/23,6 WNC,51,8709,0.59%,
2/25/23,7 CLT AREA,302,23686,1.28%,
3/4/23,1 NENC,53,9744,0.54%,
3/4/23,2 SENC,14,6520,0.21%,
3/4/23,3 FAY AREA,99,12978,0.76%,
3/4/23,4 RTP AREA,35,14198,0.25%,
3/4/23,5 TRIAD AREA,44,14594,0.30%,
3/4/23,6 WNC,32,8333,0.38%,
3/4/23,7 CLT AREA,261,23145,1.13%,
3/11/23,1 NENC,19,9591,0.20%,
3/11/23,2 SENC,12,6427,0.19%,
3/11/23,3 FAY AREA,62,12963,0.48%,
3/11/23,4 RTP AREA,37,13924,0.27%,
3/11/23,5 TRIAD AREA,33,14377,0.23%,
3/11/23,6 WNC,32,8318,0.38%,
3/11/23,7 CLT AREA,235,22613,1.04%,
3/18/23,1 NENC,35,9771,0.36%,
3/18/23,2 SENC,29,6441,0.45%,
3/18/23,3 FAY AREA,83,12878,0.64%,
3/18/23,4 RTP AREA,34,13645,0.25%,
3/18/23,5 TRIAD AREA,41,14602,0.28%,
3/18/23,6 WNC,32,8298,0.39%,
3/18/23,7 CLT AREA,267,23024,1.16%,
3/25/23,1 NENC,34,10096,0.34%,
3/25/23,2 SENC,31,6518,0.48%,
3/25/23,3 FAY AREA,80,13798,0.58%,
3/25/23,4 RTP AREA,42,14502,0.29%,
3/25/23,5 TRIAD AREA,53,14968,0.35%,
3/25/23,6 WNC,25,8679,0.29%,
3/25/23,7 CLT AREA,236,23702,1.00%,
4/1/23,1 NENC,29,10101,0.29%,
4/1/23,2 SENC,41,6736,0.61%,
4/1/23,3 FAY AREA,97,13338,0.73%,
4/1/23,4 RTP AREA,35,14018,0.25%,
4/1/23,5 TRIAD AREA,46,14778,0.31%,
4/1/23,6 WNC,18,8759,0.21%,
4/1/23,7 CLT AREA,223,23910,0.93%,
4/8/23,1 NENC,25,9671,0.26%,
4/8/23,2 SENC,24,6335,0.38%,
4/8/23,3 FAY AREA,78,12937,0.60%,
4/8/23,4 RTP AREA,24,13734,0.17%,
4/8/23,5 TRIAD AREA,53,14473,0.37%,
4/8/23,6 WNC,20,8358,0.24%,
4/8/23,7 CLT AREA,206,23333,0.88%,
4/15/23,1 NENC,18,9577,0.19%,
4/15/23,2 SENC,21,6261,0.34%,
4/15/23,3 FAY AREA,83,12746,0.65%,
4/15/23,4 RTP AREA,35,13827,0.25%,
4/15/23,5 TRIAD AREA,43,14375,0.30%,
4/15/23,6 WNC,27,8414,0.32%,
4/15/23,7 CLT AREA,160,22375,0.72%,
4/22/23,1 NENC,18,9912,0.18%,
4/22/23,2 SENC,20,6574,0.30%,
4/22/23,3 FAY AREA,82,13185,0.62%,
4/22/23,4 RTP AREA,31,14234,0.22%,
4/22/23,5 TRIAD AREA,26,14928,0.17%,
4/22/23,6 WNC,10,8463,0.12%,
4/22/23,7 CLT AREA,162,23463,0.69%,
4/29/23,1 NENC,9,9594,0.09%,
4/29/23,2 SENC,10,6479,0.15%,
4/29/23,3 FAY AREA,64,12942,0.49%,
4/29/23,4 RTP AREA,21,14094,0.15%,
4/29/23,5 TRIAD AREA,15,14409,0.10%,
4/29/23,6 WNC,13,8346,0.16%,
4/29/23,7 CLT AREA,155,22980,0.67%,
5/6/23,1 NENC,18,9626,0.19%,
5/6/23,2 SENC,14,6387,0.22%,
5/6/23,3 FAY AREA,79,12967,0.61%,
5/6/23,4 RTP AREA,21,14419,0.15%,
5/6/23,5 TRIAD AREA,25,14881,0.17%,
5/6/23,6 WNC,28,8617,0.32%,
5/6/23,7 CLT AREA,156,23155,0.67%,
5/13/23,1 NENC,21,9940,0.21%,
5/13/23,2 SENC,15,6492,0.23%,
5/13/23,3 FAY AREA,90,13241,0.68%,
5/13/23,4 RTP AREA,22,14260,0.15%,
5/13/23,5 TRIAD AREA,28,14911,0.19%,
5/13/23,6 WNC,16,8914,0.18%,
5/13/23,7 CLT AREA,180,23990,0.75%,
5/20/23,1 NENC,19,10108,0.19%,
5/20/23,2 SENC,10,6508,0.15%,
5/20/23,3 FAY AREA,95,13267,0.72%,
5/20/23,4 RTP AREA,28,14148,0.20%,
5/20/23,5 TRIAD AREA,25,15071,0.17%,
5/20/23,6 WNC,13,8594,0.15%,
5/20/23,7 CLT AREA,182,23287,0.78%,
5/27/23,1 NENC,20,9765,0.20%,
5/27/23,2 SENC,10,6417,0.16%,
5/27/23,3 FAY AREA,64,12793,0.50%,
5/27/23,4 RTP AREA,31,14081,0.22%,
5/27/23,5 TRIAD AREA,20,14645,0.14%,
5/27/23,6 WNC,19,8783,0.22%,
5/27/23,7 CLT AREA,176,23429,0.75%,
6/3/23,1 NENC,15,9720,0.15%,
6/3/23,2 SENC,9,6386,0.14%,
6/3/23,3 FAY AREA,106,12926,0.82%,
6/3/23,4 RTP AREA,21,14479,0.15%,
6/3/23,5 TRIAD AREA,25,14913,0.17%,
6/3/23,6 WNC,11,8756,0.13%,
6/3/23,7 CLT AREA,194,23560,0.82%,
6/10/23,1 NENC,22,9782,0.22%,
6/10/23,2 SENC,14,6603,0.21%,
6/10/23,3 FAY AREA,72,12655,0.57%,
6/10/23,4 RTP AREA,23,14389,0.16%,
6/10/23,5 TRIAD AREA,36,14977,0.24%,
6/10/23,6 WNC,12,8691,0.14%,
6/10/23,7 CLT AREA,168,23287,0.72%,
6/17/23,1 NENC,6,9777,0.06%,
6/17/23,2 SENC,15,6679,0.22%,
6/17/23,3 FAY AREA,88,12866,0.68%,
6/17/23,4 RTP AREA,13,14343,0.09%,
6/17/23,5 TRIAD AREA,27,14840,0.18%,
6/17/23,6 WNC,8,8554,0.09%,
6/17/23,7 CLT AREA,146,23135,0.63%,
6/24/23,1 NENC,15,9533,0.16%,
6/24/23,2 SENC,13,6458,0.20%,
6/24/23,3 FAY AREA,74,12496,0.59%,
6/24/23,4 RTP AREA,8,14177,0.06%,
6/24/23,5 TRIAD AREA,36,14508,0.25%,
6/24/23,6 WNC,9,8581,0.10%,
6/24/23,7 CLT AREA,128,22297,0.57%,
7/1/23,1 NENC,10,9747,0.10%,
7/1/23,2 SENC,14,6586,0.21%,
7/1/23,3 FAY AREA,70,12696,0.55%,
7/1/23,4 RTP AREA,15,14230,0.11%,
7/1/23,5 TRIAD AREA,30,14638,0.20%,
7/1/23,6 WNC,8,8645,0.09%,
7/1/23,7 CLT AREA,95,22019,0.43%,
7/8/23,1 NENC,17,9756,0.17%,
7/8/23,2 SENC,5,6459,0.08%,
7/8/23,3 FAY AREA,66,12620,0.52%,
7/8/23,4 RTP AREA,15,14117,0.11%,
7/8/23,5 TRIAD AREA,15,14758,0.10%,
7/8/23,6 WNC,12,8564,0.14%,
7/8/23,7 CLT AREA,89,22795,0.39%,
7/15/23,1 NENC,11,9857,0.11%,
7/15/23,2 SENC,11,6595,0.17%,
7/15/23,3 FAY AREA,70,12689,0.55%,
7/15/23,4 RTP AREA,38,14295,0.27%,
7/15/23,5 TRIAD AREA,18,14544,0.12%,
7/15/23,6 WNC,5,8844,0.06%,
7/15/23,7 CLT AREA,111,22943,0.48%,
7/22/23,1 NENC,31,10071,0.31%,
7/22/23,2 SENC,10,6575,0.15%,
7/22/23,3 FAY AREA,79,13057,0.61%,
7/22/23,4 RTP AREA,22,14351,0.15%,
7/22/23,5 TRIAD AREA,18,14760,0.12%,
7/22/23,6 WNC,14,8690,0.16%,
7/22/23,7 CLT AREA,94,23340,0.40%,
7/29/23,1 NENC,34,10055,0.34%,
7/29/23,2 SENC,13,6632,0.20%,
7/29/23,3 FAY AREA,57,12865,0.44%,
7/29/23,4 RTP AREA,19,14307,0.13%,
7/29/23,5 TRIAD AREA,17,14747,0.12%,
7/29/23,6 WNC,9,8711,0.10%,
7/29/23,7 CLT AREA,127,23026,0.55%,
8/5/23,1 NENC,20,9699,0.21%,
8/5/23,2 SENC,14,6362,0.22%,
8/5/23,3 FAY AREA,89,12483,0.71%,
8/5/23,4 RTP AREA,31,14059,0.22%,
8/5/23,5 TRIAD AREA,13,14211,0.09%,
8/5/23,6 WNC,13,8540,0.15%,
8/5/23,7 CLT AREA,111,22826,0.49%,
8/12/23,1 NENC,21,9828,0.21%,
8/12/23,2 SENC,16,6760,0.24%,
8/12/23,3 FAY AREA,56,12976,0.43%,
8/12/23,4 RTP AREA,23,14488,0.16%,
8/12/23,5 TRIAD AREA,16,14695,0.11%,
8/12/23,6 WNC,16,8606,0.19%,
8/12/23,7 CLT AREA,133,22822,0.58%,
8/19/23,1 NENC,9,9949,0.09%,
8/19/23,2 SENC,7,6737,0.10%,
8/19/23,3 FAY AREA,86,13115,0.66%,
