Week Ending Date,Region,Definition Count,Total ED Visits,Percentage Of Total ED Visits,
8/19/23,4 RTP AREA,28,14746,0.19%,
8/19/23,5 TRIAD AREA,21,14996,0.14%,
8/19/23,6 WNC,12,8825,0.14%,
8/19/23,7 CLT AREA,170,23472,0.72%,
8/26/23,1 NENC,14,9912,0.14%,
8/26/23,2 SENC,16,6525,0.25%,
8/26/23,3 FAY AREA,116,13207,0.88%,
8/26/23,4 RTP AREA,19,14469,0.13%,
8/26/23,5 TRIAD AREA,20,14891,0.13%,
8/26/23,6 WNC,16,9386,0.17%,
8/26/23,7 CLT AREA,220,24192,0.91%,
9/2/23,1 NENC,15,9532,0.16%,
9/2/23,2 SENC,8,6415,0.12%,
9/2/23,3 FAY AREA,157,12825,1.22%,
9/2/23,4 RTP AREA,29,14297,0.20%,
9/2/23,5 TRIAD AREA,21,14682,0.14%,
9/2/23,6 WNC,17,9077,0.19%,
9/2/23,7 CLT AREA,233,23476,0.99%,
9/9/23,1 NENC,19,10416,0.18%,
9/9/23,2 SENC,9,7094,0.13%,
9/9/23,3 FAY AREA,165,14004,1.18%,
9/9/23,4 RTP AREA,24,15074,0.16%,
9/9/23,5 TRIAD AREA,31,15808,0.20%,
9/9/23,6 WNC,18,9188,0.20%,
9/9/23,7 CLT AREA,296,24785,1.19%,
9/16/23,1 NENC,14,10747,0.13%,
9/16/23,2 SENC,12,6848,0.18%,
9/16/23,3 FAY AREA,228,14211,1.60%,
9/16/23,4 RTP AREA,27,14978,0.18%,
9/16/23,5 TRIAD AREA,32,15523,0.21%,
9/16/23,6 WNC,18,9399,0.19%,
9/16/23,7 CLT AREA,306,24128,1.27%,
9/23/23,1 NENC,25,10177,0.25%,
9/23/23,2 SENC,26,6647,0.39%,
9/23/23,3 FAY AREA,189,13678,1.38%,
9/23/23,4 RTP AREA,41,14599,0.28%,
9/23/23,5 TRIAD AREA,51,15132,0.34%,
9/23/23,6 WNC,23,8916,0.26%,
9/23/23,7 CLT AREA,300,24111,1.24%,
9/30/23,1 NENC,25,10141,0.25%,
9/30/23,2 SENC,15,6775,0.22%,
9/30/23,3 FAY AREA,150,13570,1.11%,
9/30/23,4 RTP AREA,53,14607,0.36%,
9/30/23,5 TRIAD AREA,45,15210,0.30%,
9/30/23,6 WNC,18,9033,0.20%,
9/30/23,7 CLT AREA,272,23727,1.15%,
10/7/23,1 NENC,30,10241,0.29%,
10/7/23,2 SENC,20,6698,0.30%,
10/7/23,3 FAY AREA,157,13287,1.18%,
10/7/23,4 RTP AREA,40,14480,0.28%,
10/7/23,5 TRIAD AREA,29,15080,0.19%,
10/7/23,6 WNC,27,8980,0.30%,
10/7/23,7 CLT AREA,272,23751,1.15%,
10/14/23,1 NENC,28,9980,0.28%,
10/14/23,2 SENC,25,6612,0.38%,
10/14/23,3 FAY AREA,175,13052,1.34%,
10/14/23,4 RTP AREA,34,14260,0.24%,
10/14/23,5 TRIAD AREA,39,14817,0.26%,
10/14/23,6 WNC,17,8773,0.19%,
10/14/23,7 CLT AREA,323,23298,1.39%,
10/21/23,1 NENC,27,9874,0.27%,
10/21/23,2 SENC,28,6308,0.44%,
10/21/23,3 FAY AREA,169,12976,1.30%,
10/21/23,4 RTP AREA,54,14376,0.38%,
10/21/23,5 TRIAD AREA,53,14510,0.37%,
10/21/23,6 WNC,18,8543,0.21%,
10/21/23,7 CLT AREA,307,23167,1.33%,
10/28/23,1 NENC,52,10206,0.51%,
10/28/23,2 SENC,39,6665,0.59%,
10/28/23,3 FAY AREA,192,13186,1.46%,
10/28/23,4 RTP AREA,66,14711,0.45%,
10/28/23,5 TRIAD AREA,69,15140,0.46%,
10/28/23,6 WNC,36,8809,0.41%,
10/28/23,7 CLT AREA,368,23761,1.55%,
11/4/23,1 NENC,77,9884,0.78%,
11/4/23,2 SENC,59,6477,0.91%,
11/4/23,3 FAY AREA,287,13010,2.21%,
11/4/23,4 RTP AREA,86,14549,0.59%,
11/4/23,5 TRIAD AREA,76,14561,0.52%,
11/4/23,6 WNC,35,8545,0.41%,
11/4/23,7 CLT AREA,460,23692,1.94%,
11/11/23,1 NENC,105,10364,1.01%,
11/11/23,2 SENC,99,6608,1.50%,
11/11/23,3 FAY AREA,525,14245,3.69%,
11/11/23,4 RTP AREA,146,14963,0.98%,
11/11/23,5 TRIAD AREA,162,15216,1.06%,
11/11/23,6 WNC,70,8975,0.78%,
11/11/23,7 CLT AREA,703,24803,2.83%,
11/18/23,1 NENC,150,10351,1.45%,
11/18/23,2 SENC,115,6548,1.76%,
11/18/23,3 FAY AREA,638,14324,4.45%,
11/18/23,4 RTP AREA,168,14966,1.12%,
11/18/23,5 TRIAD AREA,160,15406,1.04%,
11/18/23,6 WNC,128,9045,1.42%,
11/18/23,7 CLT AREA,931,25056,3.72%,
11/25/23,1 NENC,267,9950,2.68%,
11/25/23,2 SENC,147,6288,2.34%,
11/25/23,3 FAY AREA,729,13291,5.48%,
11/25/23,4 RTP AREA,275,14214,1.93%,
11/25/23,5 TRIAD AREA,258,14508,1.78%,
11/25/23,6 WNC,171,8532,2.00%,
11/25/23,7 CLT AREA,1218,23688,5.14%,
12/2/23,1 NENC,379,10936,3.47%,
12/2/23,2 SENC,160,6903,2.32%,
12/2/23,3 FAY AREA,942,14630,6.44%,
12/2/23,4 RTP AREA,368,15323,2.40%,
12/2/23,5 TRIAD AREA,442,15736,2.81%,
12/2/23,6 WNC,264,9286,2.84%,
12/2/23,7 CLT AREA,1761,26158,6.73%,
12/9/23,1 NENC,671,11054,6.07%,
12/9/23,2 SENC,248,7166,3.46%,
12/9/23,3 FAY AREA,1182,14877,7.95%,
12/9/23,4 RTP AREA,606,15628,3.88%,
12/9/23,5 TRIAD AREA,695,15952,4.36%,
12/9/23,6 WNC,409,9324,4.39%,
12/9/23,7 CLT AREA,2438,27229,8.95%,
12/16/23,1 NENC,1044,11147,9.37%,
12/16/23,2 SENC,360,6990,5.15%,
12/16/23,3 FAY AREA,1777,15090,11.78%,
12/16/23,4 RTP AREA,888,15526,5.72%,
12/16/23,5 TRIAD AREA,1141,16419,6.95%,
12/16/23,6 WNC,742,9765,7.60%,
12/16/23,7 CLT AREA,3518,27677,12.71%,
12/23/23,1 NENC,1564,11491,13.61%,
12/23/23,2 SENC,504,7027,7.17%,
12/23/23,3 FAY AREA,2265,15031,15.07%,
12/23/23,4 RTP AREA,1406,15768,8.92%,
12/23/23,5 TRIAD AREA,1908,16859,11.32%,
12/23/23,6 WNC,1185,10366,11.43%,
12/23/23,7 CLT AREA,4777,28468,16.78%,
12/30/23,1 NENC,1751,12187,14.37%,
12/30/23,2 SENC,653,7640,8.55%,
12/30/23,3 FAY AREA,2475,15512,15.96%,
12/30/23,4 RTP AREA,1541,16590,9.29%,
12/30/23,5 TRIAD AREA,2463,17849,13.80%,
12/30/23,6 WNC,1370,10853,12.62%,
12/30/23,7 CLT AREA,4839,28860,16.77%,
1/6/24,1 NENC,849,10836,7.83%,
1/6/24,2 SENC,360,7204,5.00%,
1/6/24,3 FAY AREA,1460,14194,10.29%,
1/6/24,4 RTP AREA,883,15563,5.67%,
1/6/24,5 TRIAD AREA,1475,15998,9.22%,
1/6/24,6 WNC,719,9590,7.50%,
1/6/24,7 CLT AREA,2828,26145,10.82%,
1/13/24,1 NENC,488,9886,4.94%,
1/13/24,2 SENC,266,6698,3.97%,
1/13/24,3 FAY AREA,892,13249,6.73%,
1/13/24,4 RTP AREA,578,14457,4.00%,
1/13/24,5 TRIAD AREA,972,14958,6.50%,
1/13/24,6 WNC,466,8792,5.30%,
1/13/24,7 CLT AREA,1835,23704,7.74%,
1/20/24,1 NENC,360,9587,3.76%,
1/20/24,2 SENC,194,6391,3.04%,
1/20/24,3 FAY AREA,741,12650,5.86%,
1/20/24,4 RTP AREA,498,13898,3.58%,
1/20/24,5 TRIAD AREA,666,13818,4.82%,
1/20/24,6 WNC,325,8139,3.99%,
1/20/24,7 CLT AREA,1346,22190,6.07%,
1/27/24,1 NENC,391,10166,3.85%,
1/27/24,2 SENC,230,6682,3.44%,
1/27/24,3 FAY AREA,783,13371,5.86%,
1/27/24,4 RTP AREA,547,14502,3.77%,
1/27/24,5 TRIAD AREA,746,14859,5.02%,
1/27/24,6 WNC,295,8735,3.38%,
1/27/24,7 CLT AREA,1393,23685,5.88%,
2/3/24,1 NENC,371,10206,3.64%,
2/3/24,2 SENC,163,6627,2.46%,
2/3/24,3 FAY AREA,748,13455,5.56%,
2/3/24,4 RTP AREA,475,14379,3.30%,
2/3/24,5 TRIAD AREA,615,14777,4.16%,
2/3/24,6 WNC,255,8739,2.92%,
2/3/24,7 CLT AREA,1109,23592,4.70%,
2/10/24,1 NENC,367,10219,3.59%,
2/10/24,2 SENC,176,6822,2.58%,
2/10/24,3 FAY AREA,656,13726,4.78%,
2/10/24,4 RTP AREA,500,14669,3.41%,
2/10/24,5 TRIAD AREA,560,15079,3.71%,
2/10/24,6 WNC,174,8983,1.94%,
2/10/24,7 CLT AREA,1051,23616,4.45%,
2/17/24,1 NENC,383,10470,3.66%,
2/17/24,2 SENC,190,6898,2.75%,
2/17/24,3 FAY AREA,620,13478,4.60%,
2/17/24,4 RTP AREA,519,14796,3.51%,
2/17/24,5 TRIAD AREA,531,15107,3.51%,
2/17/24,6 WNC,202,9057,2.23%,
2/17/24,7 CLT AREA,865,23781,3.64%,
2/24/24,1 NENC,303,10324,2.93%,
2/24/24,2 SENC,186,6775,2.75%,
2/24/24,3 FAY AREA,588,13412,4.38%,
2/24/24,4 RTP AREA,417,15055,2.77%,
2/24/24,5 TRIAD AREA,467,15136,3.09%,
2/24/24,6 WNC,159,9010,1.76%,
2/24/24,7 CLT AREA,965,24086,4.01%,
3/2/24,1 NENC,331,9922,3.34%,
3/2/24,2 SENC,147,6717,2.19%,
3/2/24,3 FAY AREA,475,13368,3.55%,
3/2/24,4 RTP AREA,459,15325,3.00%,
3/2/24,5 TRIAD AREA,392,15464,2.53%,
3/2/24,6 WNC,151,9117,1.66%,
3/2/24,7 CLT AREA,873,24193,3.61%,
3/9/24,1 NENC,236,10065,2.34%,
3/9/24,2 SENC,123,6636,1.85%,
3/9/24,3 FAY AREA,399,13535,2.95%,
3/9/24,4 RTP AREA,285,15175,1.88%,
3/9/24,5 TRIAD AREA,310,15454,2.01%,
3/9/24,6 WNC,121,9086,1.33%,
3/9/24,7 CLT AREA,770,24261,3.17%,
3/16/24,1 NENC,162,10279,1.58%,
3/16/24,2 SENC,77,6391,1.20%,
3/16/24,3 FAY AREA,294,13515,2.18%,
3/16/24,4 RTP AREA,205,14995,1.37%,
3/16/24,5 TRIAD AREA,203,15409,1.32%,
3/16/24,6 WNC,89,8985,0.99%,
3/16/24,7 CLT AREA,649,24009,2.70%,
3/23/24,1 NENC,121,10178,1.19%,
3/23/24,2 SENC,60,6307,0.95%,
3/23/24,3 FAY AREA,254,13514,1.88%,
3/23/24,4 RTP AREA,151,15059,1.00%,
3/23/24,5 TRIAD AREA,166,15431,1.08%,
3/23/24,6 WNC,68,8759,0.78%,
3/23/24,7 CLT AREA,542,24088,2.25%,
3/30/24,1 NENC,105,9824,1.07%,
3/30/24,2 SENC,32,6361,0.50%,
3/30/24,3 FAY AREA,296,13154,2.25%,
3/30/24,4 RTP AREA,118,14314,0.82%,
3/30/24,5 TRIAD AREA,179,14965,1.20%,
3/30/24,6 WNC,100,8684,1.15%,
3/30/24,7 CLT AREA,476,23532,2.02%,
4/6/24,1 NENC,71,9938,0.71%,
4/6/24,2 SENC,34,6308,0.54%,
4/6/24,3 FAY AREA,242,13264,1.82%,
4/6/24,4 RTP AREA,111,14929,0.74%,
4/6/24,5 TRIAD AREA,138,15158,0.91%,
4/6/24,6 WNC,82,8835,0.93%,
4/6/24,7 CLT AREA,538,23705,2.27%,
4/13/24,1 NENC,38,10301,0.37%,
4/13/24,2 SENC,20,6339,0.32%,
4/13/24,3 FAY AREA,186,13684,1.36%,
4/13/24,4 RTP AREA,82,14840,0.55%,
4/13/24,5 TRIAD AREA,69,15151,0.46%,
4/13/24,6 WNC,63,8684,0.73%,
4/13/24,7 CLT AREA,426,24113,1.77%,
4/20/24,1 NENC,20,10174,0.20%,
4/20/24,2 SENC,18,6440,0.28%,
4/20/24,3 FAY AREA,164,13484,1.22%,
4/20/24,4 RTP AREA,64,15179,0.42%,
4/20/24,5 TRIAD AREA,63,15741,0.40%,
4/20/24,6 WNC,49,9114,0.54%,
4/20/24,7 CLT AREA,324,24536,1.32%,
4/27/24,1 NENC,23,9847,0.23%,
4/27/24,2 SENC,9,6597,0.14%,
4/27/24,3 FAY AREA,132,13371,0.99%,
4/27/24,4 RTP AREA,49,14562,0.34%,
4/27/24,5 TRIAD AREA,45,14755,0.30%,
4/27/24,6 WNC,37,8745,0.42%,
4/27/24,7 CLT AREA,318,23693,1.34%,
5/4/24,1 NENC,29,10391,0.28%,
5/4/24,2 SENC,10,6921,0.14%,
5/4/24,3 FAY AREA,159,13698,1.16%,
5/4/24,4 RTP AREA,34,15056,0.23%,
5/4/24,5 TRIAD AREA,44,15287,0.29%,
5/4/24,6 WNC,20,8764,0.23%,
5/4/24,7 CLT AREA,293,23831,1.23%,
5/11/24,1 NENC,18,10363,0.17%,
5/11/24,2 SENC,10,6951,0.14%,
5/11/24,3 FAY AREA,117,13812,0.85%,
5/11/24,4 RTP AREA,37,15108,0.24%,
5/11/24,5 TRIAD AREA,24,15273,0.16%,
5/11/24,6 WNC,24,8694,0.28%,
5/11/24,7 CLT AREA,251,23924,1.05%,
5/18/24,1 NENC,19,10183,0.19%,
5/18/24,2 SENC,8,6778,0.12%,
5/18/24,3 FAY AREA,144,13527,1.06%,
5/18/24,4 RTP AREA,32,14905,0.21%,
5/18/24,5 TRIAD AREA,43,15043,0.29%,
5/18/24,6 WNC,17,9087,0.19%,
5/18/24,7 CLT AREA,302,23589,1.28%,
5/25/24,1 NENC,14,10366,0.14%,
5/25/24,2 SENC,6,6756,0.09%,
5/25/24,3 FAY AREA,125,13535,0.92%,
5/25/24,4 RTP AREA,32,15083,0.21%,
5/25/24,5 TRIAD AREA,34,15894,0.21%,
5/25/24,6 WNC,16,9106,0.18%,
5/25/24,7 CLT AREA,259,24220,1.07%,
6/1/24,1 NENC,13,10292,0.13%,
6/1/24,2 SENC,7,6674,0.10%,
6/1/24,3 FAY AREA,94,13393,0.70%,
6/1/24,4 RTP AREA,26,14823,0.18%,
6/1/24,5 TRIAD AREA,33,15273,0.22%,
6/1/24,6 WNC,12,9031,0.13%,
6/1/24,7 CLT AREA,242,23914,1.01%,
6/8/24,1 NENC,12,10040,0.12%,
6/8/24,2 SENC,4,6765,0.06%,
6/8/24,3 FAY AREA,98,13487,0.73%,
6/8/24,4 RTP AREA,28,15049,0.19%,
6/8/24,5 TRIAD AREA,26,15125,0.17%,
6/8/24,6 WNC,8,8853,0.09%,
6/8/24,7 CLT AREA,203,23681,0.86%,
6/15/24,1 NENC,16,10288,0.16%,
6/15/24,2 SENC,12,6561,0.18%,
6/15/24,3 FAY AREA,89,13236,0.67%,
6/15/24,4 RTP AREA,13,14691,0.09%,
6/15/24,5 TRIAD AREA,21,15205,0.14%,
6/15/24,6 WNC,15,9033,0.17%,
6/15/24,7 CLT AREA,207,23552,0.88%,
6/22/24,1 NENC,7,9790,0.07%,
6/22/24,2 SENC,16,6531,0.24%,
6/22/24,3 FAY AREA,78,13208,0.59%,
6/22/24,4 RTP AREA,3,14745,0.02%,
6/22/24,5 TRIAD AREA,21,15205,0.14%,
6/22/24,6 WNC,17,9074,0.19%,
6/22/24,7 CLT AREA,194,23451,0.83%,
6/29/24,1 NENC,13,9979,0.13%,
6/29/24,2 SENC,20,6575,0.30%,
6/29/24,3 FAY AREA,77,13116,0.59%,
6/29/24,4 RTP AREA,18,15125,0.12%,
6/29/24,5 TRIAD AREA,45,15138,0.30%,
6/29/24,6 WNC,12,9037,0.13%,
6/29/24,7 CLT AREA,237,23317,1.02%,
7/6/24,1 NENC,6,9693,0.06%,
7/6/24,2 SENC,9,6415,0.14%,
7/6/24,3 FAY AREA,76,12509,0.61%,
7/6/24,4 RTP AREA,21,14470,0.15%,
7/6/24,5 TRIAD AREA,20,14514,0.14%,
7/6/24,6 WNC,13,8748,0.15%,
7/6/24,7 CLT AREA,184,22342,0.82%,
7/13/24,1 NENC,16,10254,0.16%,
7/13/24,2 SENC,7,6823,0.10%,
7/13/24,3 FAY AREA,91,13276,0.69%,
7/13/24,4 RTP AREA,21,15101,0.14%,
7/13/24,5 TRIAD AREA,22,15444,0.14%,
7/13/24,6 WNC,13,9179,0.14%,
7/13/24,7 CLT AREA,216,23800,0.91%,
7/20/24,1 NENC,10,10014,0.10%,
7/20/24,2 SENC,7,6558,0.11%,
7/20/24,3 FAY AREA,97,13007,0.75%,
7/20/24,4 RTP AREA,18,14908,0.12%,
7/20/24,5 TRIAD AREA,27,14987,0.18%,
7/20/24,6 WNC,7,8756,0.08%,
7/20/24,7 CLT AREA,240,23109,1.04%,
7/27/24,1 NENC,14,9805,0.14%,
7/27/24,2 SENC,1,6589,0.02%,
7/27/24,3 FAY AREA,111,12953,0.86%,
7/27/24,4 RTP AREA,19,14595,0.13%,
7/27/24,5 TRIAD AREA,24,14836,0.16%,
7/27/24,6 WNC,10,8732,0.11%,
7/27/24,7 CLT AREA,257,22999,1.12%,
8/3/24,1 NENC,10,10014,0.10%,
8/3/24,2 SENC,4,6771,0.06%,
8/3/24,3 FAY AREA,115,12807,0.90%,
8/3/24,4 RTP AREA,13,15172,0.09%,
8/3/24,5 TRIAD AREA,43,14775,0.29%,
8/3/24,6 WNC,14,9085,0.15%,
8/3/24,7 CLT AREA,314,23384,1.34%,
8/10/24,1 NENC,13,9720,0.13%,
8/10/24,2 SENC,4,6207,0.06%,
8/10/24,3 FAY AREA,140,12582,1.11%,
8/10/24,4 RTP AREA,25,14727,0.17%,
8/10/24,5 TRIAD AREA,40,15103,0.26%,
8/10/24,6 WNC,15,9246,0.16%,
8/10/24,7 CLT AREA,310,23458,1.32%,
8/17/24,1 NENC,12,10341,0.12%,
8/17/24,2 SENC,5,6776,0.07%,
8/17/24,3 FAY AREA,132,13614,0.97%,
8/17/24,4 RTP AREA,25,15121,0.17%,
8/17/24,5 TRIAD AREA,48,15557,0.31%,
8/17/24,6 WNC,16,9282,0.17%,
8/17/24,7 CLT AREA,376,23985,1.57%,
8/24/24,1 NENC,9,9902,0.09%,
8/24/24,2 SENC,3,6600,0.05%,
8/24/24,3 FAY AREA,168,13089,1.28%,
8/24/24,4 RTP AREA,21,14904,0.14%,
8/24/24,5 TRIAD AREA,49,15440,0.32%,
8/24/24,6 WNC,17,9200,0.18%,
8/24/24,7 CLT AREA,389,24059,1.62%,
8/31/24,1 NENC,6,10184,0.06%,
8/31/24,2 SENC,5,6767,0.07%,
8/31/24,3 FAY AREA,184,13661,1.35%,
8/31/24,4 RTP AREA,25,15174,0.16%,
8/31/24,5 TRIAD AREA,51,15884,0.32%,
8/31/24,6 WNC,17,9182,0.19%,
8/31/24,7 CLT AREA,420,24316,1.73%,
9/7/24,1 NENC,24,10248,0.23%,
9/7/24,2 SENC,8,6913,0.12%,
9/7/24,3 FAY AREA,169,13727,1.23%,
9/7/24,4 RTP AREA,24,15295,0.16%,
9/7/24,5 TRIAD AREA,50,15653,0.32%,
9/7/24,6 WNC,18,9427,0.19%,
9/7/24,7 CLT AREA,456,24244,1.88%,
9/14/24,1 NENC,18,10241,0.18%,
9/14/24,2 SENC,3,6840,0.04%,
9/14/24,3 FAY AREA,254,13852,1.83%,
9/14/24,4 RTP AREA,32,15580,0.21%,
9/14/24,5 TRIAD AREA,60,15496,0.39%,
9/14/24,6 WNC,14,8944,0.16%,
9/14/24,7 CLT AREA,458,23978,1.91%,
9/21/24,1 NENC,25,10255,0.24%,
9/21/24,2 SENC,5,6918,0.07%,
9/21/24,3 FAY AREA,196,13795,1.42%,
9/21/24,4 RTP AREA,30,15444,0.19%,
9/21/24,5 TRIAD AREA,58,15699,0.37%,
9/21/24,6 WNC,22,9223,0.24%,
9/21/24,7 CLT AREA,413,23586,1.75%,
9/28/24,1 NENC,19,10070,0.19%,
9/28/24,2 SENC,5,6683,0.07%,
9/28/24,3 FAY AREA,149,13575,1.10%,
9/28/24,4 RTP AREA,29,15444,0.19%,
9/28/24,5 TRIAD AREA,56,15235,0.37%,
9/28/24,6 WNC,19,8774,0.22%,
9/28/24,7 CLT AREA,413,23235,1.78%,
10/5/24,1 NENC,17,10314,0.16%,
10/5/24,2 SENC,5,6660,0.08%,
10/5/24,3 FAY AREA,120,13014,0.92%,
10/5/24,4 RTP AREA,34,15392,0.22%,
10/5/24,5 TRIAD AREA,43,15622,0.28%,
10/5/24,6 WNC,16,9482,0.17%,
10/5/24,7 CLT AREA,377,23197,1.63%,
10/12/24,1 NENC,22,9866,0.22%,
10/12/24,2 SENC,4,6578,0.06%,
10/12/24,3 FAY AREA,148,13294,1.11%,
10/12/24,4 RTP AREA,19,14930,0.13%,
10/12/24,5 TRIAD AREA,40,14931,0.27%,
10/12/24,6 WNC,16,8501,0.19%,
10/12/24,7 CLT AREA,361,22834,1.58%,
10/19/24,1 NENC,20,9736,0.21%,
10/19/24,2 SENC,11,6379,0.17%,
10/19/24,3 FAY AREA,171,13052,1.31%,
10/19/24,4 RTP AREA,19,14669,0.13%,
10/19/24,5 TRIAD AREA,57,14667,0.39%,
10/19/24,6 WNC,24,8384,0.29%,
10/19/24,7 CLT AREA,379,22402,1.69%,
10/26/24,1 NENC,16,10147,0.16%,
10/26/24,2 SENC,7,6809,0.10%,
10/26/24,3 FAY AREA,182,13457,1.35%,
10/26/24,4 RTP AREA,32,15523,0.21%,
10/26/24,5 TRIAD AREA,59,15266,0.39%,
10/26/24,6 WNC,29,8962,0.32%,
10/26/24,7 CLT AREA,483,23489,2.06%,
11/2/24,1 NENC,25,10048,0.25%,
11/2/24,2 SENC,7,6786,0.10%,
11/2/24,3 FAY AREA,225,13365,1.68%,
11/2/24,4 RTP AREA,23,15269,0.15%,
11/2/24,5 TRIAD AREA,52,15160,0.34%,
11/2/24,6 WNC,24,8887,0.27%,
11/2/24,7 CLT AREA,459,23524,1.95%,
11/9/24,1 NENC,19,10477,0.18%,
11/9/24,2 SENC,17,6878,0.25%,
11/9/24,3 FAY AREA,183,13650,1.34%,
11/9/24,4 RTP AREA,33,15414,0.21%,
11/9/24,5 TRIAD AREA,82,15250,0.54%,
11/9/24,6 WNC,32,8871,0.36%,
11/9/24,7 CLT AREA,470,23711,1.98%,
11/16/24,1 NENC,24,10181,0.24%,
11/16/24,2 SENC,13,6520,0.20%,
11/16/24,3 FAY AREA,189,13281,1.42%,
11/16/24,4 RTP AREA,46,15106,0.30%,
11/16/24,5 TRIAD AREA,65,15133,0.43%,
11/16/24,6 WNC,21,8868,0.24%,
11/16/24,7 CLT AREA,503,23917,2.10%,
11/23/24,1 NENC,19,10093,0.19%,
11/23/24,2 SENC,15,6858,0.22%,
11/23/24,3 FAY AREA,208,13574,1.53%,
11/23/24,4 RTP AREA,55,15377,0.36%,
11/23/24,5 TRIAD AREA,76,15244,0.50%,
11/23/24,6 WNC,27,8762,0.31%,
11/23/24,7 CLT AREA,566,24129,2.35%,
11/30/24,1 NENC,26,9464,0.27%,
11/30/24,2 SENC,39,6417,0.61%,
11/30/24,3 FAY AREA,219,12532,1.75%,
11/30/24,4 RTP AREA,83,14353,0.58%,
11/30/24,5 TRIAD AREA,91,13973,0.65%,
11/30/24,6 WNC,42,8377,0.50%,
11/30/24,7 CLT AREA,538,22170,2.43%,
12/7/24,1 NENC,37,9963,0.37%,
12/7/24,2 SENC,33,6705,0.49%,
12/7/24,3 FAY AREA,295,13309,2.22%,
12/7/24,4 RTP AREA,96,15266,0.63%,
12/7/24,5 TRIAD AREA,139,14927,0.93%,
12/7/24,6 WNC,51,8779,0.58%,
12/7/24,7 CLT AREA,650,23791,2.73%,
12/14/24,1 NENC,103,10511,0.98%,
12/14/24,2 SENC,63,7026,0.90%,
12/14/24,3 FAY AREA,494,13878,3.56%,
12/14/24,4 RTP AREA,301,15874,1.90%,
12/14/24,5 TRIAD AREA,188,15445,1.22%,
12/14/24,6 WNC,88,8974,0.98%,
12/14/24,7 CLT AREA,817,24621,3.32%,
12/21/24,1 NENC,254,10527,2.41%,
12/21/24,2 SENC,151,7097,2.13%,
12/21/24,3 FAY AREA,633,14563,4.35%,
12/21/24,4 RTP AREA,424,16119,2.63%,
12/21/24,5 TRIAD AREA,374,15841,2.36%,
12/21/24,6 WNC,127,8917,1.42%,
12/21/24,7 CLT AREA,1175,24884,4.72%,
12/28/24,1 NENC,378,10149,3.72%,
12/28/24,2 SENC,297,6997,4.24%,
12/28/24,3 FAY AREA,1131,13822,8.18%,
12/28/24,4 RTP AREA,678,15333,4.42%,
12/28/24,5 TRIAD AREA,668,15698,4.26%,
12/28/24,6 WNC,290,9150,3.17%,
12/28/24,7 CLT AREA,1589,23977,6.63%,
1/4/25,1 NENC,487,10994,4.43%,
1/4/25,2 SENC,293,7322,4.00%,
1/4/25,3 FAY AREA,1232,14850,8.30%,
1/4/25,4 RTP AREA,702,16542,4.24%,
1/4/25,5 TRIAD AREA,773,16779,4.61%,
1/4/25,6 WNC,398,9644,4.13%,
1/4/25,7 CLT AREA,2103,26121,8.05%,
1/11/25,1 NENC,485,9811,4.94%,
1/11/25,2 SENC,286,6773,4.22%,
1/11/25,3 FAY AREA,965,13374,7.22%,
1/11/25,4 RTP AREA,629,14872,4.23%,
1/11/25,5 TRIAD AREA,605,14185,4.27%,
1/11/25,6 WNC,399,8455,4.72%,
1/11/25,7 CLT AREA,1786,23595,7.57%,
1/18/25,1 NENC,867,10753,8.06%,
1/18/25,2 SENC,425,6913,6.15%,
1/18/25,3 FAY AREA,1515,14641,10.35%,
1/18/25,4 RTP AREA,933,16371,5.70%,
1/18/25,5 TRIAD AREA,936,15550,6.02%,
1/18/25,6 WNC,446,9310,4.79%,
1/18/25,7 CLT AREA,2633,25778,10.21%,
1/25/25,1 NENC,1403,10667,13.15%,
1/25/25,2 SENC,618,6555,9.43%,
1/25/25,3 FAY AREA,2160,14412,14.99%,
1/25/25,4 RTP AREA,1387,15506,8.94%,
1/25/25,5 TRIAD AREA,1392,15420,9.03%,
1/25/25,6 WNC,549,8941,6.14%,
1/25/25,7 CLT AREA,3341,24807,13.47%,
2/1/25,1 NENC,1572,11853,13.26%,
2/1/25,2 SENC,656,7271,9.02%,
2/1/25,3 FAY AREA,2239,15649,14.31%,
2/1/25,4 RTP AREA,1522,17063,8.92%,
2/1/25,5 TRIAD AREA,2277,17377,13.10%,
2/1/25,6 WNC,945,9965,9.48%,
2/1/25,7 CLT AREA,4760,28019,16.99%,
2/8/25,1 NENC,1522,11478,13.26%,
2/8/25,2 SENC,597,7027,8.50%,
2/8/25,3 FAY AREA,2071,15122,13.70%,
2/8/25,4 RTP AREA,1545,16810,9.19%,
2/8/25,5 TRIAD AREA,2809,18095,15.52%,
2/8/25,6 WNC,1006,10490,9.59%,
2/8/25,7 CLT AREA,4783,27847,17.18%,
2/15/25,1 NENC,1064,10319,10.31%,
2/15/25,2 SENC,431,6821,6.32%,
2/15/25,3 FAY AREA,1271,13512,9.41%,
2/15/25,4 RTP AREA,1169,15880,7.36%,
2/15/25,5 TRIAD AREA,2067,16218,12.75%,
2/15/25,6 WNC,692,9439,7.33%,
2/15/25,7 CLT AREA,2872,24325,11.81%,
2/22/25,1 NENC,626,9579,6.54%,
2/22/25,2 SENC,341,6511,5.24%,
2/22/25,3 FAY AREA,852,12689,6.71%,
2/22/25,4 RTP AREA,868,14811,5.86%,
2/22/25,5 TRIAD AREA,1406,15134,9.29%,
2/22/25,6 WNC,480,9090,5.28%,
